TIMESTAMP,CPU_USAGE_ACTUAL
2023.04.04-02:29:00:000,8.27027027027027
2023.04.04-02:30:00:000,8.257297297297297
2023.04.04-02:31:00:000,8.244324324324324
2023.04.04-02:32:00:000,8.231351351351352
2023.04.04-02:33:00:000,8.218378378378379
2023.04.04-02:34:00:000,8.205405405405406
2023.04.04-02:35:00:000,8.192432432432433
2023.04.04-02:36:00:000,8.17945945945946
2023.04.04-02:37:00:000,8.166486486486487
2023.04.04-02:38:00:000,8.153513513513513
2023.04.04-02:39:00:000,8.14054054054054
2023.04.04-02:40:00:000,8.127567567567567
2023.04.04-02:41:00:000,8.114594594594594
2023.04.04-02:42:00:000,8.101621621621621
2023.04.04-02:43:00:000,8.088648648648649
2023.04.04-02:44:00:000,8.075675675675676
2023.04.04-02:45:00:000,8.062702702702703
2023.04.04-02:46:00:000,8.04972972972973
2023.04.04-02:47:00:000,8.036756756756757
2023.04.04-02:48:00:000,8.023783783783784
2023.04.04-02:49:00:000,8.010810810810812
2023.04.04-02:50:00:000,7.997837837837838
2023.04.04-02:51:00:000,7.984864864864865
2023.04.04-02:52:00:000,7.971891891891892
2023.04.04-02:53:00:000,7.9589189189189185
2023.04.04-02:54:00:000,7.945945945945946
2023.04.04-02:55:00:000,7.932972972972973
2023.04.04-02:56:00:000,7.92
2023.04.04-02:57:00:000,7.88
2023.04.04-02:58:00:000,7.84
2023.04.04-02:59:00:000,7.8
2023.04.04-03:00:00:000,7.84
2023.04.04-03:01:00:000,7.88
2023.04.04-03:02:00:000,7.92
2023.04.04-03:03:00:000,7.96
2023.04.04-03:04:00:000,8.0
2023.04.04-03:05:00:000,8.04
2023.04.04-03:06:00:000,8.08
2023.04.04-03:07:00:000,8.120000000000001
2023.04.04-03:08:00:000,8.16
2023.04.04-03:09:00:000,8.13
2023.04.04-03:10:00:000,8.1
2023.04.04-03:11:00:000,8.07
2023.04.04-03:12:00:000,8.04
2023.04.04-03:13:00:000,8.01
2023.04.04-03:14:00:000,7.98
2023.04.04-03:15:00:000,7.95
2023.04.04-03:16:00:000,7.92
2023.04.04-03:17:00:000,7.92
2023.04.04-03:18:00:000,7.93
2023.04.04-03:19:00:000,7.9399999999999995
2023.04.04-03:20:00:000,7.95
2023.04.04-03:21:00:000,7.96
2023.04.04-03:22:00:000,7.97
2023.04.04-03:23:00:000,7.98
2023.04.04-03:24:00:000,7.99
2023.04.04-03:25:00:000,8.0
2023.04.04-03:26:00:000,8.01
2023.04.04-03:27:00:000,8.02
2023.04.04-03:28:00:000,8.03
2023.04.04-03:29:00:000,8.04
2023.04.04-03:30:00:000,8.05
2023.04.04-03:31:00:000,8.06
2023.04.04-03:32:00:000,8.07
2023.04.04-03:33:00:000,8.08
2023.04.04-03:34:00:000,8.09
2023.04.04-03:35:00:000,8.1
2023.04.04-03:36:00:000,8.11
2023.04.04-03:37:00:000,8.120000000000001
2023.04.04-03:38:00:000,8.13
2023.04.04-03:39:00:000,8.14
2023.04.04-03:40:00:000,8.15
2023.04.04-03:41:00:000,8.16
2023.04.04-03:42:00:000,8.280000000000001
2023.04.04-03:43:00:000,8.4
2023.04.04-03:44:00:000,8.386666666666667
2023.04.04-03:45:00:000,8.373333333333333
2023.04.04-03:46:00:000,8.36
2023.04.04-03:47:00:000,8.346666666666668
2023.04.04-03:48:00:000,8.333333333333334
2023.04.04-03:49:00:000,8.32
2023.04.04-03:50:00:000,8.306666666666667
2023.04.04-03:51:00:000,8.293333333333333
2023.04.04-03:52:00:000,8.280000000000001
2023.04.04-03:53:00:000,8.266666666666667
2023.04.04-03:54:00:000,8.253333333333334
2023.04.04-03:55:00:000,8.24
2023.04.04-03:56:00:000,8.226666666666667
2023.04.04-03:57:00:000,8.213333333333333
2023.04.04-03:58:00:000,8.2
2023.04.04-03:59:00:000,8.186666666666667
2023.04.04-04:00:00:000,8.173333333333334
2023.04.04-04:01:00:000,8.16
2023.04.04-04:02:00:000,8.16
2023.04.04-04:03:00:000,8.16
2023.04.04-04:04:00:000,8.16
2023.04.04-04:05:00:000,8.16
2023.04.04-04:06:00:000,8.16
2023.04.04-04:07:00:000,8.16
2023.04.04-04:08:00:000,8.16
2023.04.04-04:09:00:000,8.16
2023.04.04-04:10:00:000,8.16
2023.04.04-04:11:00:000,8.16
2023.04.04-04:12:00:000,8.16
2023.04.04-04:13:00:000,8.1
2023.04.04-04:14:00:000,8.04
2023.04.04-04:15:00:000,7.98
2023.04.04-04:16:00:000,7.92
2023.04.04-04:17:00:000,7.95
2023.04.04-04:18:00:000,7.98
2023.04.04-04:19:00:000,8.01
2023.04.04-04:20:00:000,8.04
2023.04.04-04:21:00:000,8.07
2023.04.04-04:22:00:000,8.1
2023.04.04-04:23:00:000,8.13
2023.04.04-04:24:00:000,8.16
2023.04.04-04:25:00:000,8.16
2023.04.04-04:26:00:000,8.16
2023.04.04-04:27:00:000,8.16
2023.04.04-04:28:00:000,8.16
2023.04.04-04:29:00:000,8.16
2023.04.04-04:30:00:000,8.16
2023.04.04-04:31:00:000,8.16
2023.04.04-04:32:00:000,8.16
2023.04.04-04:33:00:000,8.16
2023.04.04-04:34:00:000,8.16
2023.04.04-04:35:00:000,8.16
2023.04.04-04:36:00:000,8.16
2023.04.04-04:37:00:000,8.16
2023.04.04-04:38:00:000,8.120000000000001
2023.04.04-04:39:00:000,8.08
2023.04.04-04:40:00:000,8.04
2023.04.04-04:41:00:000,8.0
2023.04.04-04:42:00:000,7.96
2023.04.04-04:43:00:000,7.92
2023.04.04-04:44:00:000,7.92
2023.04.04-04:45:00:000,7.92
2023.04.04-04:46:00:000,7.92
2023.04.04-04:47:00:000,7.92
2023.04.04-04:48:00:000,8.04
2023.04.04-04:49:00:000,8.16
2023.04.04-04:50:00:000,8.280000000000001
2023.04.04-04:51:00:000,8.4
2023.04.04-04:52:00:000,8.365714285714287
2023.04.04-04:53:00:000,8.331428571428571
2023.04.04-04:54:00:000,8.297142857142857
2023.04.04-04:55:00:000,8.262857142857143
2023.04.04-04:56:00:000,8.22857142857143
2023.04.04-04:57:00:000,8.194285714285714
2023.04.04-04:58:00:000,8.16
2023.04.04-04:59:00:000,8.194285714285714
2023.04.04-05:00:00:000,8.22857142857143
2023.04.04-05:01:00:000,8.262857142857143
2023.04.04-05:02:00:000,8.297142857142857
2023.04.04-05:03:00:000,8.331428571428571
2023.04.04-05:04:00:000,8.365714285714287
2023.04.04-05:05:00:000,8.4
2023.04.04-05:06:00:000,8.365714285714287
2023.04.04-05:07:00:000,8.331428571428571
2023.04.04-05:08:00:000,8.297142857142857
2023.04.04-05:09:00:000,8.262857142857143
2023.04.04-05:10:00:000,8.22857142857143
2023.04.04-05:11:00:000,8.194285714285714
2023.04.04-05:12:00:000,8.16
2023.04.04-05:13:00:000,8.16
2023.04.04-05:14:00:000,8.16
2023.04.04-05:15:00:000,8.16
2023.04.04-05:16:00:000,8.16
2023.04.04-05:17:00:000,8.16
2023.04.04-05:18:00:000,8.16
2023.04.04-05:19:00:000,8.16
2023.04.04-05:20:00:000,8.16
2023.04.04-05:21:00:000,8.16
2023.04.04-05:22:00:000,8.16
2023.04.04-05:23:00:000,8.16
2023.04.04-05:24:00:000,8.16
2023.04.04-05:25:00:000,8.16
2023.04.04-05:26:00:000,8.16
2023.04.04-05:27:00:000,8.16
2023.04.04-05:28:00:000,8.16
2023.04.04-05:29:00:000,8.145
2023.04.04-05:30:00:000,8.13
2023.04.04-05:31:00:000,8.115
2023.04.04-05:32:00:000,8.1
2023.04.04-05:33:00:000,8.085
2023.04.04-05:34:00:000,8.07
2023.04.04-05:35:00:000,8.055
2023.04.04-05:36:00:000,8.04
2023.04.04-05:37:00:000,8.025
2023.04.04-05:38:00:000,8.01
2023.04.04-05:39:00:000,7.995
2023.04.04-05:40:00:000,7.98
2023.04.04-05:41:00:000,7.965
2023.04.04-05:42:00:000,7.95
2023.04.04-05:43:00:000,7.935
2023.04.04-05:44:00:000,7.92
2023.04.04-05:45:00:000,8.08
2023.04.04-05:46:00:000,8.24
2023.04.04-05:47:00:000,8.4
2023.04.04-05:48:00:000,8.52
2023.04.04-05:49:00:000,8.64
2023.04.04-05:50:00:000,8.56
2023.04.04-05:51:00:000,8.48
2023.04.04-05:52:00:000,8.4
2023.04.04-05:53:00:000,8.4
2023.04.04-05:54:00:000,8.392941176470588
2023.04.04-05:55:00:000,8.385882352941177
2023.04.04-05:56:00:000,8.378823529411765
2023.04.04-05:57:00:000,8.371764705882354
2023.04.04-05:58:00:000,8.364705882352942
2023.04.04-05:59:00:000,8.35764705882353
2023.04.04-06:00:00:000,8.350588235294119
2023.04.04-06:01:00:000,8.343529411764706
2023.04.04-06:02:00:000,8.336470588235294
2023.04.04-06:03:00:000,8.329411764705883
2023.04.04-06:04:00:000,8.32235294117647
2023.04.04-06:05:00:000,8.31529411764706
2023.04.04-06:06:00:000,8.308235294117647
2023.04.04-06:07:00:000,8.301176470588235
2023.04.04-06:08:00:000,8.294117647058824
2023.04.04-06:09:00:000,8.287058823529412
2023.04.04-06:10:00:000,8.280000000000001
2023.04.04-06:11:00:000,8.272941176470589
2023.04.04-06:12:00:000,8.265882352941176
2023.04.04-06:13:00:000,8.258823529411766
2023.04.04-06:14:00:000,8.251764705882353
2023.04.04-06:15:00:000,8.24470588235294
2023.04.04-06:16:00:000,8.23764705882353
2023.04.04-06:17:00:000,8.230588235294118
2023.04.04-06:18:00:000,8.223529411764707
2023.04.04-06:19:00:000,8.216470588235294
2023.04.04-06:20:00:000,8.209411764705882
2023.04.04-06:21:00:000,8.202352941176471
2023.04.04-06:22:00:000,8.195294117647059
2023.04.04-06:23:00:000,8.188235294117646
2023.04.04-06:24:00:000,8.181176470588236
2023.04.04-06:25:00:000,8.174117647058823
2023.04.04-06:26:00:000,8.167058823529413
2023.04.04-06:27:00:000,8.16
2023.04.04-06:28:00:000,8.203636363636363
2023.04.04-06:29:00:000,8.247272727272728
2023.04.04-06:30:00:000,8.290909090909091
2023.04.04-06:31:00:000,8.334545454545454
2023.04.04-06:32:00:000,8.378181818181819
2023.04.04-06:33:00:000,8.421818181818182
2023.04.04-06:34:00:000,8.465454545454547
2023.04.04-06:35:00:000,8.50909090909091
2023.04.04-06:36:00:000,8.552727272727273
2023.04.04-06:37:00:000,8.596363636363638
2023.04.04-06:38:00:000,8.64
2023.04.04-06:39:00:000,8.64
2023.04.04-06:40:00:000,8.64
2023.04.04-06:41:00:000,8.592
2023.04.04-06:42:00:000,8.544
2023.04.04-06:43:00:000,8.496
2023.04.04-06:44:00:000,8.448
2023.04.04-06:45:00:000,8.4
2023.04.04-06:46:00:000,8.4
2023.04.04-06:47:00:000,8.4
2023.04.04-06:48:00:000,8.4
2023.04.04-06:49:00:000,8.4
2023.04.04-06:50:00:000,8.4
2023.04.04-06:51:00:000,8.4
2023.04.04-06:52:00:000,8.64
2023.04.04-06:53:00:000,8.605714285714287
2023.04.04-06:54:00:000,8.571428571428571
2023.04.04-06:55:00:000,8.537142857142857
2023.04.04-06:56:00:000,8.502857142857144
2023.04.04-06:57:00:000,8.46857142857143
2023.04.04-06:58:00:000,8.434285714285714
2023.04.04-06:59:00:000,8.4
2023.04.04-07:00:00:000,8.421818181818182
2023.04.04-07:01:00:000,8.443636363636363
2023.04.04-07:02:00:000,8.465454545454547
2023.04.04-07:03:00:000,8.487272727272728
2023.04.04-07:04:00:000,8.50909090909091
2023.04.04-07:05:00:000,8.530909090909091
2023.04.04-07:06:00:000,8.552727272727273
2023.04.04-07:07:00:000,8.574545454545454
2023.04.04-07:08:00:000,8.596363636363638
2023.04.04-07:09:00:000,8.618181818181819
2023.04.04-07:10:00:000,8.64
2023.04.04-07:11:00:000,8.52
2023.04.04-07:12:00:000,8.4
2023.04.04-07:13:00:000,8.410434782608696
2023.04.04-07:14:00:000,8.42086956521739
2023.04.04-07:15:00:000,8.431304347826087
2023.04.04-07:16:00:000,8.441739130434783
2023.04.04-07:17:00:000,8.45217391304348
2023.04.04-07:18:00:000,8.462608695652174
2023.04.04-07:19:00:000,8.47304347826087
2023.04.04-07:20:00:000,8.483478260869566
2023.04.04-07:21:00:000,8.493913043478262
2023.04.04-07:22:00:000,8.504347826086956
2023.04.04-07:23:00:000,8.514782608695652
2023.04.04-07:24:00:000,8.525217391304349
2023.04.04-07:25:00:000,8.535652173913045
2023.04.04-07:26:00:000,8.546086956521739
2023.04.04-07:27:00:000,8.556521739130435
2023.04.04-07:28:00:000,8.566956521739131
2023.04.04-07:29:00:000,8.577391304347827
2023.04.04-07:30:00:000,8.587826086956522
2023.04.04-07:31:00:000,8.598260869565218
2023.04.04-07:32:00:000,8.608695652173914
2023.04.04-07:33:00:000,8.61913043478261
2023.04.04-07:34:00:000,8.629565217391304
2023.04.04-07:35:00:000,8.64
2023.04.04-07:36:00:000,8.646
2023.04.04-07:37:00:000,8.652000000000001
2023.04.04-07:38:00:000,8.658000000000001
2023.04.04-07:39:00:000,8.664000000000001
2023.04.04-07:40:00:000,8.67
2023.04.04-07:41:00:000,8.676
2023.04.04-07:42:00:000,8.682
2023.04.04-07:43:00:000,8.688
2023.04.04-07:44:00:000,8.694
2023.04.04-07:45:00:000,8.700000000000001
2023.04.04-07:46:00:000,8.706000000000001
2023.04.04-07:47:00:000,8.712
2023.04.04-07:48:00:000,8.718
2023.04.04-07:49:00:000,8.724
2023.04.04-07:50:00:000,8.73
2023.04.04-07:51:00:000,8.736
2023.04.04-07:52:00:000,8.742
2023.04.04-07:53:00:000,8.748000000000001
2023.04.04-07:54:00:000,8.754000000000001
2023.04.04-07:55:00:000,8.760000000000002
2023.04.04-07:56:00:000,8.766
2023.04.04-07:57:00:000,8.772
2023.04.04-07:58:00:000,8.778
2023.04.04-07:59:00:000,8.784
2023.04.04-08:00:00:000,8.790000000000001
2023.04.04-08:01:00:000,8.796000000000001
2023.04.04-08:02:00:000,8.802000000000001
2023.04.04-08:03:00:000,8.808
2023.04.04-08:04:00:000,8.814
2023.04.04-08:05:00:000,8.82
2023.04.04-08:06:00:000,8.826
2023.04.04-08:07:00:000,8.832
2023.04.04-08:08:00:000,8.838000000000001
2023.04.04-08:09:00:000,8.844000000000001
2023.04.04-08:10:00:000,8.850000000000001
2023.04.04-08:11:00:000,8.856000000000002
2023.04.04-08:12:00:000,8.862
2023.04.04-08:13:00:000,8.868
2023.04.04-08:14:00:000,8.874
2023.04.04-08:15:00:000,8.88
2023.04.04-08:16:00:000,8.85818181818182
2023.04.04-08:17:00:000,8.836363636363638
2023.04.04-08:18:00:000,8.814545454545454
2023.04.04-08:19:00:000,8.792727272727273
2023.04.04-08:20:00:000,8.770909090909091
2023.04.04-08:21:00:000,8.74909090909091
2023.04.04-08:22:00:000,8.727272727272728
2023.04.04-08:23:00:000,8.705454545454547
2023.04.04-08:24:00:000,8.683636363636364
2023.04.04-08:25:00:000,8.661818181818182
2023.04.04-08:26:00:000,8.64
2023.04.04-08:27:00:000,8.8
2023.04.04-08:28:00:000,8.96
2023.04.04-08:29:00:000,9.120000000000001
2023.04.04-08:30:00:000,9.28
2023.04.04-08:31:00:000,9.44
2023.04.04-08:32:00:000,9.6
2023.04.04-08:33:00:000,9.12
2023.04.04-08:34:00:000,8.64
2023.04.04-08:35:00:000,8.16
2023.04.04-08:36:00:000,8.194285714285714
2023.04.04-08:37:00:000,8.22857142857143
2023.04.04-08:38:00:000,8.262857142857143
2023.04.04-08:39:00:000,8.297142857142857
2023.04.04-08:40:00:000,8.331428571428571
2023.04.04-08:41:00:000,8.365714285714287
2023.04.04-08:42:00:000,8.4
2023.04.04-08:43:00:000,8.442352941176472
2023.04.04-08:44:00:000,8.48470588235294
2023.04.04-08:45:00:000,8.527058823529412
2023.04.04-08:46:00:000,8.569411764705883
2023.04.04-08:47:00:000,8.611764705882353
2023.04.04-08:48:00:000,8.654117647058824
2023.04.04-08:49:00:000,8.696470588235295
2023.04.04-08:50:00:000,8.738823529411764
2023.04.04-08:51:00:000,8.781176470588235
2023.04.04-08:52:00:000,8.823529411764707
2023.04.04-08:53:00:000,8.865882352941176
2023.04.04-08:54:00:000,8.908235294117647
2023.04.04-08:55:00:000,8.950588235294118
2023.04.04-08:56:00:000,8.992941176470588
2023.04.04-08:57:00:000,9.035294117647059
2023.04.04-08:58:00:000,9.07764705882353
2023.04.04-08:59:00:000,9.120000000000001
2023.04.04-09:00:00:000,9.16235294117647
2023.04.04-09:01:00:000,9.204705882352942
2023.04.04-09:02:00:000,9.24705882352941
2023.04.04-09:03:00:000,9.289411764705882
2023.04.04-09:04:00:000,9.331764705882353
2023.04.04-09:05:00:000,9.374117647058824
2023.04.04-09:06:00:000,9.416470588235294
2023.04.04-09:07:00:000,9.458823529411765
2023.04.04-09:08:00:000,9.501176470588236
2023.04.04-09:09:00:000,9.543529411764705
2023.04.04-09:10:00:000,9.585882352941177
2023.04.04-09:11:00:000,9.628235294117648
2023.04.04-09:12:00:000,9.670588235294117
2023.04.04-09:13:00:000,9.712941176470588
2023.04.04-09:14:00:000,9.75529411764706
2023.04.04-09:15:00:000,9.797647058823529
2023.04.04-09:16:00:000,9.84
2023.04.04-09:17:00:000,9.92
2023.04.04-09:18:00:000,10.0
2023.04.04-09:19:00:000,10.08
2023.04.04-09:20:00:000,10.069090909090908
2023.04.04-09:21:00:000,10.058181818181819
2023.04.04-09:22:00:000,10.047272727272727
2023.04.04-09:23:00:000,10.036363636363637
2023.04.04-09:24:00:000,10.025454545454545
2023.04.04-09:25:00:000,10.014545454545454
2023.04.04-09:26:00:000,10.003636363636364
2023.04.04-09:27:00:000,9.992727272727272
2023.04.04-09:28:00:000,9.981818181818182
2023.04.04-09:29:00:000,9.97090909090909
2023.04.04-09:30:00:000,9.96
2023.04.04-09:31:00:000,9.94909090909091
2023.04.04-09:32:00:000,9.938181818181818
2023.04.04-09:33:00:000,9.927272727272728
2023.04.04-09:34:00:000,9.916363636363636
2023.04.04-09:35:00:000,9.905454545454546
2023.04.04-09:36:00:000,9.894545454545455
2023.04.04-09:37:00:000,9.883636363636363
2023.04.04-09:38:00:000,9.872727272727273
2023.04.04-09:39:00:000,9.861818181818181
2023.04.04-09:40:00:000,9.850909090909092
2023.04.04-09:41:00:000,9.84
2023.04.04-09:42:00:000,9.84
2023.04.04-09:43:00:000,9.6
2023.04.04-09:44:00:000,9.52
2023.04.04-09:45:00:000,9.44
2023.04.04-09:46:00:000,9.36
2023.04.04-09:47:00:000,9.28
2023.04.04-09:48:00:000,9.200000000000001
2023.04.04-09:49:00:000,9.120000000000001
2023.04.04-09:50:00:000,9.040000000000001
2023.04.04-09:51:00:000,8.96
2023.04.04-09:52:00:000,8.88
2023.04.04-09:53:00:000,8.904
2023.04.04-09:54:00:000,8.928
2023.04.04-09:55:00:000,8.952
2023.04.04-09:56:00:000,8.976
2023.04.04-09:57:00:000,9.0
2023.04.04-09:58:00:000,9.024000000000001
2023.04.04-09:59:00:000,9.048
2023.04.04-10:00:00:000,9.072000000000001
2023.04.04-10:01:00:000,9.096
2023.04.04-10:02:00:000,9.120000000000001
2023.04.04-10:03:00:000,9.144
2023.04.04-10:04:00:000,9.168
2023.04.04-10:05:00:000,9.192
2023.04.04-10:06:00:000,9.216
2023.04.04-10:07:00:000,9.24
2023.04.04-10:08:00:000,9.264
2023.04.04-10:09:00:000,9.288
2023.04.04-10:10:00:000,9.312
2023.04.04-10:11:00:000,9.336
2023.04.04-10:12:00:000,9.36
2023.04.04-10:13:00:000,9.312
2023.04.04-10:14:00:000,9.264
2023.04.04-10:15:00:000,9.216
2023.04.04-10:16:00:000,9.168
2023.04.04-10:17:00:000,9.12
2023.04.04-10:18:00:000,9.11111111111111
2023.04.04-10:19:00:000,9.102222222222222
2023.04.04-10:20:00:000,9.093333333333332
2023.04.04-10:21:00:000,9.084444444444443
2023.04.04-10:22:00:000,9.075555555555555
2023.04.04-10:23:00:000,9.066666666666666
2023.04.04-10:24:00:000,9.057777777777778
2023.04.04-10:25:00:000,9.04888888888889
2023.04.04-10:26:00:000,9.04
2023.04.04-10:27:00:000,9.03111111111111
2023.04.04-10:28:00:000,9.022222222222222
2023.04.04-10:29:00:000,9.013333333333334
2023.04.04-10:30:00:000,9.004444444444445
2023.04.04-10:31:00:000,8.995555555555555
2023.04.04-10:32:00:000,8.986666666666666
2023.04.04-10:33:00:000,8.977777777777778
2023.04.04-10:34:00:000,8.96888888888889
2023.04.04-10:35:00:000,8.96
2023.04.04-10:36:00:000,8.95111111111111
2023.04.04-10:37:00:000,8.942222222222222
2023.04.04-10:38:00:000,8.933333333333334
2023.04.04-10:39:00:000,8.924444444444445
2023.04.04-10:40:00:000,8.915555555555557
2023.04.04-10:41:00:000,8.906666666666668
2023.04.04-10:42:00:000,8.897777777777778
2023.04.04-10:43:00:000,8.88888888888889
2023.04.04-10:44:00:000,8.88
2023.04.04-10:45:00:000,8.933333333333334
2023.04.04-10:46:00:000,8.986666666666666
2023.04.04-10:47:00:000,9.040000000000001
2023.04.04-10:48:00:000,9.093333333333334
2023.04.04-10:49:00:000,9.146666666666667
2023.04.04-10:50:00:000,9.2
2023.04.04-10:51:00:000,9.253333333333334
2023.04.04-10:52:00:000,9.306666666666667
2023.04.04-10:53:00:000,9.36
2023.04.04-10:54:00:000,9.34153846153846
2023.04.04-10:55:00:000,9.323076923076922
2023.04.04-10:56:00:000,9.304615384615385
2023.04.04-10:57:00:000,9.286153846153846
2023.04.04-10:58:00:000,9.267692307692307
2023.04.04-10:59:00:000,9.249230769230769
2023.04.04-11:00:00:000,9.23076923076923
2023.04.04-11:01:00:000,9.212307692307693
2023.04.04-11:02:00:000,9.193846153846154
2023.04.04-11:03:00:000,9.175384615384615
2023.04.04-11:04:00:000,9.156923076923077
2023.04.04-11:05:00:000,9.138461538461538
2023.04.04-11:06:00:000,9.12
2023.04.04-11:07:00:000,9.101538461538462
2023.04.04-11:08:00:000,9.083076923076923
2023.04.04-11:09:00:000,9.064615384615385
2023.04.04-11:10:00:000,9.046153846153846
2023.04.04-11:11:00:000,9.027692307692307
2023.04.04-11:12:00:000,9.00923076923077
2023.04.04-11:13:00:000,8.990769230769232
2023.04.04-11:14:00:000,8.972307692307693
2023.04.04-11:15:00:000,8.953846153846154
2023.04.04-11:16:00:000,8.935384615384615
2023.04.04-11:17:00:000,8.916923076923078
2023.04.04-11:18:00:000,8.89846153846154
2023.04.04-11:19:00:000,8.88
2023.04.04-11:20:00:000,8.91
2023.04.04-11:21:00:000,8.940000000000001
2023.04.04-11:22:00:000,8.97
2023.04.04-11:23:00:000,9.0
2023.04.04-11:24:00:000,9.030000000000001
2023.04.04-11:25:00:000,9.06
2023.04.04-11:26:00:000,9.09
2023.04.04-11:27:00:000,9.120000000000001
2023.04.04-11:28:00:000,9.15
2023.04.04-11:29:00:000,9.18
2023.04.04-11:30:00:000,9.209999999999999
2023.04.04-11:31:00:000,9.24
2023.04.04-11:32:00:000,9.27
2023.04.04-11:33:00:000,9.299999999999999
2023.04.04-11:34:00:000,9.33
2023.04.04-11:35:00:000,9.36
2023.04.04-11:36:00:000,9.452307692307691
2023.04.04-11:37:00:000,9.544615384615383
2023.04.04-11:38:00:000,9.636923076923077
2023.04.04-11:39:00:000,9.72923076923077
2023.04.04-11:40:00:000,9.821538461538461
2023.04.04-11:41:00:000,9.913846153846153
2023.04.04-11:42:00:000,10.006153846153845
2023.04.04-11:43:00:000,10.098461538461539
2023.04.04-11:44:00:000,10.19076923076923
2023.04.04-11:45:00:000,10.283076923076923
2023.04.04-11:46:00:000,10.375384615384615
2023.04.04-11:47:00:000,10.467692307692307
2023.04.04-11:48:00:000,10.559999999999999
2023.04.04-11:49:00:000,10.652307692307692
2023.04.04-11:50:00:000,10.744615384615384
2023.04.04-11:51:00:000,10.836923076923076
2023.04.04-11:52:00:000,10.929230769230768
2023.04.04-11:53:00:000,11.021538461538462
2023.04.04-11:54:00:000,11.113846153846154
2023.04.04-11:55:00:000,11.206153846153846
2023.04.04-11:56:00:000,11.298461538461538
2023.04.04-11:57:00:000,11.39076923076923
2023.04.04-11:58:00:000,11.483076923076922
2023.04.04-11:59:00:000,11.575384615384616
2023.04.04-12:00:00:000,11.667692307692308
2023.04.04-12:01:00:000,11.76
2023.04.04-12:02:00:000,11.68
2023.04.04-12:03:00:000,11.6
2023.04.04-12:04:00:000,11.52
2023.04.04-12:05:00:000,11.44
2023.04.04-12:06:00:000,11.36
2023.04.04-12:07:00:000,11.28
2023.04.04-12:08:00:000,11.2
2023.04.04-12:09:00:000,11.120000000000001
2023.04.04-12:10:00:000,11.040000000000001
2023.04.04-12:11:00:000,10.96
2023.04.04-12:12:00:000,10.88
2023.04.04-12:13:00:000,10.8
2023.04.04-12:14:00:000,10.72
2023.04.04-12:15:00:000,10.64
2023.04.04-12:16:00:000,10.56
2023.04.04-12:17:00:000,10.52
2023.04.04-12:18:00:000,10.48
2023.04.04-12:19:00:000,10.440000000000001
2023.04.04-12:20:00:000,10.4
2023.04.04-12:21:00:000,10.36
2023.04.04-12:22:00:000,10.32
2023.04.04-12:23:00:000,10.584
2023.04.04-12:24:00:000,10.848
2023.04.04-12:25:00:000,11.112
2023.04.04-12:26:00:000,11.376000000000001
2023.04.04-12:27:00:000,11.64
2023.04.04-12:28:00:000,11.904
2023.04.04-12:29:00:000,12.168000000000001
2023.04.04-12:30:00:000,12.432
2023.04.04-12:31:00:000,12.696000000000002
2023.04.04-12:32:00:000,12.96
2023.04.04-12:33:00:000,12.24
2023.04.04-12:34:00:000,11.52
2023.04.04-12:35:00:000,10.8
2023.04.04-12:36:00:000,10.08
2023.04.04-12:37:00:000,10.8
2023.04.04-12:38:00:000,11.52
2023.04.04-12:39:00:000,12.24
2023.04.04-12:40:00:000,12.192
2023.04.04-12:41:00:000,12.144
2023.04.04-12:42:00:000,12.096
2023.04.04-12:43:00:000,12.048
2023.04.04-12:44:00:000,12.0
2023.04.04-12:45:00:000,12.48
2023.04.04-12:46:00:000,12.345
2023.04.04-12:47:00:000,12.21
2023.04.04-12:48:00:000,12.075000000000001
2023.04.04-12:49:00:000,11.940000000000001
2023.04.04-12:50:00:000,11.805
2023.04.04-12:51:00:000,11.67
2023.04.04-12:52:00:000,11.535
2023.04.04-12:53:00:000,11.4
2023.04.04-12:54:00:000,11.265
2023.04.04-12:55:00:000,11.13
2023.04.04-12:56:00:000,10.995000000000001
2023.04.04-12:57:00:000,10.86
2023.04.04-12:58:00:000,10.725
2023.04.04-12:59:00:000,10.59
2023.04.04-13:00:00:000,10.455
2023.04.04-13:01:00:000,10.32
2023.04.04-13:02:00:000,10.182857142857143
2023.04.04-13:03:00:000,10.045714285714286
2023.04.04-13:04:00:000,9.90857142857143
2023.04.04-13:05:00:000,9.77142857142857
2023.04.04-13:06:00:000,9.634285714285713
2023.04.04-13:07:00:000,9.497142857142856
2023.04.04-13:08:00:000,9.36
2023.04.04-13:09:00:000,9.36
2023.04.04-13:10:00:000,9.36
2023.04.04-13:11:00:000,9.36
2023.04.04-13:12:00:000,9.36
2023.04.04-13:13:00:000,9.36
2023.04.04-13:14:00:000,9.36
2023.04.04-13:15:00:000,9.36
2023.04.04-13:16:00:000,9.36
2023.04.04-13:17:00:000,9.36
2023.04.04-13:18:00:000,9.32
2023.04.04-13:19:00:000,9.28
2023.04.04-13:20:00:000,9.239999999999998
2023.04.04-13:21:00:000,9.2
2023.04.04-13:22:00:000,9.16
2023.04.04-13:23:00:000,9.12
2023.04.04-13:24:00:000,9.12
2023.04.04-13:25:00:000,9.12
2023.04.04-13:26:00:000,9.12
2023.04.04-13:27:00:000,9.12
2023.04.04-13:28:00:000,9.04
2023.04.04-13:29:00:000,8.96
2023.04.04-13:30:00:000,8.88
2023.04.04-13:31:00:000,8.96
2023.04.04-13:32:00:000,9.04
