TIMESTAMP,CPU_USAGE_ACTUAL
2023.04.02-03:48:00:000,6.96
2023.04.02-03:49:00:000,6.72
2023.04.02-03:50:00:000,6.672
2023.04.02-03:51:00:000,6.624
2023.04.02-03:52:00:000,6.5760000000000005
2023.04.02-03:53:00:000,6.5280000000000005
2023.04.02-03:54:00:000,6.48
2023.04.02-03:55:00:000,6.6
2023.04.02-03:56:00:000,6.72
2023.04.02-03:57:00:000,6.8
2023.04.02-03:58:00:000,6.88
2023.04.02-03:59:00:000,6.96
2023.04.02-04:00:00:000,6.96
2023.04.02-04:01:00:000,6.96
2023.04.02-04:02:00:000,6.96
2023.04.02-04:03:00:000,6.96
2023.04.02-04:04:00:000,6.96
2023.04.02-04:05:00:000,6.96
2023.04.02-04:06:00:000,6.96
2023.04.02-04:07:00:000,6.96
2023.04.02-04:08:00:000,6.96
2023.04.02-04:09:00:000,6.96
2023.04.02-04:10:00:000,6.96
2023.04.02-04:11:00:000,6.96
2023.04.02-04:12:00:000,6.96
2023.04.02-04:13:00:000,6.96
2023.04.02-04:14:00:000,6.96
2023.04.02-04:15:00:000,6.96
2023.04.02-04:16:00:000,6.96
2023.04.02-04:17:00:000,6.96
2023.04.02-04:18:00:000,6.96
2023.04.02-04:19:00:000,6.96
2023.04.02-04:20:00:000,6.96
2023.04.02-04:21:00:000,6.96
2023.04.02-04:22:00:000,6.96
2023.04.02-04:23:00:000,6.96
2023.04.02-04:24:00:000,6.96
2023.04.02-04:25:00:000,6.96
2023.04.02-04:26:00:000,6.96
2023.04.02-04:27:00:000,6.96
2023.04.02-04:28:00:000,6.96
2023.04.02-04:29:00:000,6.96
2023.04.02-04:30:00:000,6.96
2023.04.02-04:31:00:000,6.96
2023.04.02-04:32:00:000,6.96
2023.04.02-04:33:00:000,6.96
2023.04.02-04:34:00:000,6.96
2023.04.02-04:35:00:000,6.96
2023.04.02-04:36:00:000,6.96
2023.04.02-04:37:00:000,6.96
2023.04.02-04:38:00:000,6.96
2023.04.02-04:39:00:000,6.96
2023.04.02-04:40:00:000,6.96
2023.04.02-04:41:00:000,6.96
2023.04.02-04:42:00:000,6.96
2023.04.02-04:43:00:000,6.96
2023.04.02-04:44:00:000,6.96
2023.04.02-04:45:00:000,6.96
2023.04.02-04:46:00:000,6.96
2023.04.02-04:47:00:000,6.96
2023.04.02-04:48:00:000,6.96
2023.04.02-04:49:00:000,6.96
2023.04.02-04:50:00:000,6.96
2023.04.02-04:51:00:000,6.96
2023.04.02-04:52:00:000,6.96
2023.04.02-04:53:00:000,6.96
2023.04.02-04:54:00:000,6.96
2023.04.02-04:55:00:000,6.96
2023.04.02-04:56:00:000,6.96
2023.04.02-04:57:00:000,6.96
2023.04.02-04:58:00:000,6.96
2023.04.02-04:59:00:000,6.96
2023.04.02-05:00:00:000,6.96
2023.04.02-05:01:00:000,6.96
2023.04.02-05:02:00:000,6.96
2023.04.02-05:03:00:000,6.96
2023.04.02-05:04:00:000,6.96
2023.04.02-05:05:00:000,6.96
2023.04.02-05:06:00:000,6.96
2023.04.02-05:07:00:000,6.96
2023.04.02-05:08:00:000,6.96
2023.04.02-05:09:00:000,6.96
2023.04.02-05:10:00:000,6.96
2023.04.02-05:11:00:000,6.96
2023.04.02-05:12:00:000,6.96
2023.04.02-05:13:00:000,6.96
2023.04.02-05:14:00:000,6.96
2023.04.02-05:15:00:000,6.96
2023.04.02-05:16:00:000,6.96
2023.04.02-05:17:00:000,6.96
2023.04.02-05:18:00:000,6.96
2023.04.02-05:19:00:000,6.96
2023.04.02-05:20:00:000,6.96
2023.04.02-05:21:00:000,6.96
2023.04.02-05:22:00:000,6.96
2023.04.02-05:23:00:000,6.96
2023.04.02-05:24:00:000,6.96
2023.04.02-05:25:00:000,6.96
2023.04.02-05:26:00:000,6.96
2023.04.02-05:27:00:000,6.96
2023.04.02-05:28:00:000,6.96
2023.04.02-05:29:00:000,6.96
2023.04.02-05:30:00:000,6.96
2023.04.02-05:31:00:000,6.96
2023.04.02-05:32:00:000,6.96
2023.04.02-05:33:00:000,6.96
2023.04.02-05:34:00:000,6.96
2023.04.02-05:35:00:000,6.96
2023.04.02-05:36:00:000,6.96
2023.04.02-05:37:00:000,6.96
2023.04.02-05:38:00:000,6.96
2023.04.02-05:39:00:000,6.96
2023.04.02-05:40:00:000,6.96
2023.04.02-05:41:00:000,6.96
2023.04.02-05:42:00:000,6.96
2023.04.02-05:43:00:000,6.96
2023.04.02-05:44:00:000,6.96
2023.04.02-05:45:00:000,6.96
2023.04.02-05:46:00:000,6.96
2023.04.02-05:47:00:000,6.96
2023.04.02-05:48:00:000,6.96
2023.04.02-05:49:00:000,6.96
2023.04.02-05:50:00:000,6.96
2023.04.02-05:51:00:000,6.96
2023.04.02-05:52:00:000,6.96
2023.04.02-05:53:00:000,6.96
2023.04.02-05:54:00:000,6.96
2023.04.02-05:55:00:000,6.96
2023.04.02-05:56:00:000,6.96
2023.04.02-05:57:00:000,6.96
2023.04.02-05:58:00:000,6.96
2023.04.02-05:59:00:000,6.96
2023.04.02-06:00:00:000,6.96
2023.04.02-06:01:00:000,6.96
2023.04.02-06:02:00:000,6.96
2023.04.02-06:03:00:000,6.96
2023.04.02-06:04:00:000,6.96
2023.04.02-06:05:00:000,6.96
2023.04.02-06:06:00:000,6.96
2023.04.02-06:07:00:000,6.96
2023.04.02-06:08:00:000,6.96
2023.04.02-06:09:00:000,6.96
2023.04.02-06:10:00:000,6.96
2023.04.02-06:11:00:000,6.96
2023.04.02-06:12:00:000,6.96
2023.04.02-06:13:00:000,6.96
2023.04.02-06:14:00:000,6.96
2023.04.02-06:15:00:000,6.96
2023.04.02-06:16:00:000,6.96
2023.04.02-06:17:00:000,6.96
2023.04.02-06:18:00:000,6.96
2023.04.02-06:19:00:000,6.96
2023.04.02-06:20:00:000,6.96
2023.04.02-06:21:00:000,6.96
2023.04.02-06:22:00:000,6.96
2023.04.02-06:23:00:000,6.96
2023.04.02-06:24:00:000,6.96
2023.04.02-06:25:00:000,6.96
2023.04.02-06:26:00:000,6.96
2023.04.02-06:27:00:000,6.96
2023.04.02-06:28:00:000,6.96
2023.04.02-06:29:00:000,6.96
2023.04.02-06:30:00:000,6.96
2023.04.02-06:31:00:000,6.96
2023.04.02-06:32:00:000,6.96
2023.04.02-06:33:00:000,6.96
2023.04.02-06:34:00:000,6.96
2023.04.02-06:35:00:000,6.96
2023.04.02-06:36:00:000,6.96
2023.04.02-06:37:00:000,6.96
2023.04.02-06:38:00:000,6.96
2023.04.02-06:39:00:000,6.96
2023.04.02-06:40:00:000,6.96
2023.04.02-06:41:00:000,6.96
2023.04.02-06:42:00:000,6.96
2023.04.02-06:43:00:000,6.968275862068966
2023.04.02-06:44:00:000,6.976551724137931
2023.04.02-06:45:00:000,6.9848275862068965
2023.04.02-06:46:00:000,6.993103448275862
2023.04.02-06:47:00:000,7.001379310344827
2023.04.02-06:48:00:000,7.009655172413793
2023.04.02-06:49:00:000,7.017931034482759
2023.04.02-06:50:00:000,7.026206896551725
2023.04.02-06:51:00:000,7.0344827586206895
2023.04.02-06:52:00:000,7.042758620689655
2023.04.02-06:53:00:000,7.051034482758621
2023.04.02-06:54:00:000,7.059310344827586
2023.04.02-06:55:00:000,7.067586206896552
2023.04.02-06:56:00:000,7.075862068965518
2023.04.02-06:57:00:000,7.0841379310344825
2023.04.02-06:58:00:000,7.092413793103448
2023.04.02-06:59:00:000,7.100689655172414
2023.04.02-07:00:00:000,7.108965517241379
2023.04.02-07:01:00:000,7.117241379310345
2023.04.02-07:02:00:000,7.125517241379311
2023.04.02-07:03:00:000,7.1337931034482756
2023.04.02-07:04:00:000,7.142068965517241
2023.04.02-07:05:00:000,7.150344827586207
2023.04.02-07:06:00:000,7.158620689655173
2023.04.02-07:07:00:000,7.166896551724138
2023.04.02-07:08:00:000,7.175172413793104
2023.04.02-07:09:00:000,7.1834482758620695
2023.04.02-07:10:00:000,7.191724137931034
2023.04.02-07:11:00:000,7.2
2023.04.02-07:12:00:000,7.2
2023.04.02-07:13:00:000,7.188000000000001
2023.04.02-07:14:00:000,7.176
2023.04.02-07:15:00:000,7.164
2023.04.02-07:16:00:000,7.152
2023.04.02-07:17:00:000,7.140000000000001
2023.04.02-07:18:00:000,7.128
2023.04.02-07:19:00:000,7.116
2023.04.02-07:20:00:000,7.104
2023.04.02-07:21:00:000,7.0920000000000005
2023.04.02-07:22:00:000,7.08
2023.04.02-07:23:00:000,7.068
2023.04.02-07:24:00:000,7.056
2023.04.02-07:25:00:000,7.0440000000000005
2023.04.02-07:26:00:000,7.032
2023.04.02-07:27:00:000,7.02
2023.04.02-07:28:00:000,7.008
2023.04.02-07:29:00:000,6.996
2023.04.02-07:30:00:000,6.984
2023.04.02-07:31:00:000,6.9719999999999995
2023.04.02-07:32:00:000,6.96
2023.04.02-07:33:00:000,6.986666666666666
2023.04.02-07:34:00:000,7.013333333333334
2023.04.02-07:35:00:000,7.04
2023.04.02-07:36:00:000,7.066666666666666
2023.04.02-07:37:00:000,7.093333333333334
2023.04.02-07:38:00:000,7.12
2023.04.02-07:39:00:000,7.1466666666666665
2023.04.02-07:40:00:000,7.173333333333334
2023.04.02-07:41:00:000,7.2
2023.04.02-07:42:00:000,7.226666666666667
2023.04.02-07:43:00:000,7.253333333333334
2023.04.02-07:44:00:000,7.28
2023.04.02-07:45:00:000,7.306666666666667
2023.04.02-07:46:00:000,7.333333333333334
2023.04.02-07:47:00:000,7.36
2023.04.02-07:48:00:000,7.386666666666667
2023.04.02-07:49:00:000,7.413333333333334
2023.04.02-07:50:00:000,7.44
2023.04.02-07:51:00:000,7.392
2023.04.02-07:52:00:000,7.344
2023.04.02-07:53:00:000,7.296
2023.04.02-07:54:00:000,7.248
2023.04.02-07:55:00:000,7.2
2023.04.02-07:56:00:000,7.2
2023.04.02-07:57:00:000,7.2
2023.04.02-07:58:00:000,7.2
2023.04.02-07:59:00:000,7.2
2023.04.02-08:00:00:000,7.2
2023.04.02-08:01:00:000,7.2
2023.04.02-08:02:00:000,7.2
2023.04.02-08:03:00:000,7.2
2023.04.02-08:04:00:000,7.2
2023.04.02-08:05:00:000,7.44
2023.04.02-08:06:00:000,7.418181818181819
2023.04.02-08:07:00:000,7.3963636363636365
2023.04.02-08:08:00:000,7.374545454545455
2023.04.02-08:09:00:000,7.3527272727272734
2023.04.02-08:10:00:000,7.330909090909091
2023.04.02-08:11:00:000,7.3090909090909095
2023.04.02-08:12:00:000,7.287272727272727
2023.04.02-08:13:00:000,7.265454545454546
2023.04.02-08:14:00:000,7.243636363636364
2023.04.02-08:15:00:000,7.221818181818182
2023.04.02-08:16:00:000,7.2
2023.04.02-08:17:00:000,7.264
2023.04.02-08:18:00:000,7.328
2023.04.02-08:19:00:000,7.392
2023.04.02-08:20:00:000,7.456
2023.04.02-08:21:00:000,7.5200000000000005
2023.04.02-08:22:00:000,7.5840000000000005
2023.04.02-08:23:00:000,7.648000000000001
2023.04.02-08:24:00:000,7.712
2023.04.02-08:25:00:000,7.776
2023.04.02-08:26:00:000,7.84
2023.04.02-08:27:00:000,7.904
2023.04.02-08:28:00:000,7.968
2023.04.02-08:29:00:000,8.032
2023.04.02-08:30:00:000,8.096
2023.04.02-08:31:00:000,8.16
2023.04.02-08:32:00:000,10.08
2023.04.02-08:33:00:000,12.0
2023.04.02-08:34:00:000,11.883870967741936
2023.04.02-08:35:00:000,11.76774193548387
2023.04.02-08:36:00:000,11.651612903225807
2023.04.02-08:37:00:000,11.535483870967742
2023.04.02-08:38:00:000,11.419354838709678
2023.04.02-08:39:00:000,11.303225806451612
2023.04.02-08:40:00:000,11.187096774193549
2023.04.02-08:41:00:000,11.070967741935483
2023.04.02-08:42:00:000,10.95483870967742
2023.04.02-08:43:00:000,10.838709677419356
2023.04.02-08:44:00:000,10.72258064516129
2023.04.02-08:45:00:000,10.606451612903225
2023.04.02-08:46:00:000,10.490322580645161
2023.04.02-08:47:00:000,10.374193548387098
2023.04.02-08:48:00:000,10.258064516129032
2023.04.02-08:49:00:000,10.141935483870968
2023.04.02-08:50:00:000,10.025806451612903
2023.04.02-08:51:00:000,9.90967741935484
2023.04.02-08:52:00:000,9.793548387096774
2023.04.02-08:53:00:000,9.67741935483871
2023.04.02-08:54:00:000,9.561290322580646
2023.04.02-08:55:00:000,9.44516129032258
2023.04.02-08:56:00:000,9.329032258064515
2023.04.02-08:57:00:000,9.212903225806452
2023.04.02-08:58:00:000,9.096774193548388
2023.04.02-08:59:00:000,8.980645161290322
2023.04.02-09:00:00:000,8.864516129032259
2023.04.02-09:01:00:000,8.748387096774193
2023.04.02-09:02:00:000,8.63225806451613
2023.04.02-09:03:00:000,8.516129032258064
2023.04.02-09:04:00:000,8.4
2023.04.02-09:05:00:000,8.64
2023.04.02-09:06:00:000,8.88
2023.04.02-09:07:00:000,9.12
2023.04.02-09:08:00:000,9.36
2023.04.02-09:09:00:000,9.6
2023.04.02-09:10:00:000,8.88
2023.04.02-09:11:00:000,8.736
2023.04.02-09:12:00:000,8.592
2023.04.02-09:13:00:000,8.448
2023.04.02-09:14:00:000,8.304
2023.04.02-09:15:00:000,8.16
2023.04.02-09:16:00:000,8.112
2023.04.02-09:17:00:000,8.064
2023.04.02-09:18:00:000,8.016
2023.04.02-09:19:00:000,7.968
2023.04.02-09:20:00:000,7.92
2023.04.02-09:21:00:000,7.917837837837838
2023.04.02-09:22:00:000,7.915675675675676
2023.04.02-09:23:00:000,7.9135135135135135
2023.04.02-09:24:00:000,7.911351351351351
2023.04.02-09:25:00:000,7.909189189189189
2023.04.02-09:26:00:000,7.907027027027027
2023.04.02-09:27:00:000,7.904864864864865
2023.04.02-09:28:00:000,7.902702702702703
2023.04.02-09:29:00:000,7.900540540540541
2023.04.02-09:30:00:000,7.8983783783783785
2023.04.02-09:31:00:000,7.896216216216216
2023.04.02-09:32:00:000,7.894054054054054
2023.04.02-09:33:00:000,7.891891891891892
2023.04.02-09:34:00:000,7.88972972972973
2023.04.02-09:35:00:000,7.887567567567568
2023.04.02-09:36:00:000,7.885405405405406
2023.04.02-09:37:00:000,7.8832432432432435
2023.04.02-09:38:00:000,7.881081081081081
2023.04.02-09:39:00:000,7.878918918918918
2023.04.02-09:40:00:000,7.876756756756756
2023.04.02-09:41:00:000,7.874594594594594
2023.04.02-09:42:00:000,7.872432432432432
2023.04.02-09:43:00:000,7.87027027027027
2023.04.02-09:44:00:000,7.868108108108108
2023.04.02-09:45:00:000,7.8659459459459455
2023.04.02-09:46:00:000,7.863783783783783
2023.04.02-09:47:00:000,7.861621621621621
2023.04.02-09:48:00:000,7.859459459459459
2023.04.02-09:49:00:000,7.857297297297297
2023.04.02-09:50:00:000,7.855135135135135
2023.04.02-09:51:00:000,7.852972972972973
2023.04.02-09:52:00:000,7.850810810810811
2023.04.02-09:53:00:000,7.848648648648648
2023.04.02-09:54:00:000,7.846486486486486
2023.04.02-09:55:00:000,7.844324324324324
2023.04.02-09:56:00:000,7.842162162162162
2023.04.02-09:57:00:000,7.84
2023.04.02-09:58:00:000,7.837837837837838
2023.04.02-09:59:00:000,7.835675675675676
2023.04.02-10:00:00:000,7.833513513513513
2023.04.02-10:01:00:000,7.831351351351351
2023.04.02-10:02:00:000,7.829189189189189
2023.04.02-10:03:00:000,7.827027027027027
2023.04.02-10:04:00:000,7.824864864864865
2023.04.02-10:05:00:000,7.822702702702703
2023.04.02-10:06:00:000,7.820540540540541
2023.04.02-10:07:00:000,7.8183783783783785
2023.04.02-10:08:00:000,7.816216216216216
2023.04.02-10:09:00:000,7.814054054054054
2023.04.02-10:10:00:000,7.811891891891892
2023.04.02-10:11:00:000,7.80972972972973
2023.04.02-10:12:00:000,7.807567567567568
2023.04.02-10:13:00:000,7.805405405405406
2023.04.02-10:14:00:000,7.8032432432432435
2023.04.02-10:15:00:000,7.801081081081081
2023.04.02-10:16:00:000,7.798918918918918
2023.04.02-10:17:00:000,7.796756756756756
2023.04.02-10:18:00:000,7.794594594594594
2023.04.02-10:19:00:000,7.792432432432432
2023.04.02-10:20:00:000,7.79027027027027
2023.04.02-10:21:00:000,7.788108108108108
2023.04.02-10:22:00:000,7.7859459459459455
2023.04.02-10:23:00:000,7.783783783783783
2023.04.02-10:24:00:000,7.781621621621621
2023.04.02-10:25:00:000,7.779459459459459
2023.04.02-10:26:00:000,7.777297297297297
2023.04.02-10:27:00:000,7.775135135135135
2023.04.02-10:28:00:000,7.772972972972973
2023.04.02-10:29:00:000,7.7708108108108105
2023.04.02-10:30:00:000,7.768648648648648
2023.04.02-10:31:00:000,7.766486486486486
2023.04.02-10:32:00:000,7.764324324324324
2023.04.02-10:33:00:000,7.762162162162162
2023.04.02-10:34:00:000,7.76
2023.04.02-10:35:00:000,7.757837837837838
2023.04.02-10:36:00:000,7.7556756756756755
2023.04.02-10:37:00:000,7.753513513513513
2023.04.02-10:38:00:000,7.751351351351351
2023.04.02-10:39:00:000,7.749189189189189
2023.04.02-10:40:00:000,7.747027027027027
2023.04.02-10:41:00:000,7.744864864864865
2023.04.02-10:42:00:000,7.742702702702703
2023.04.02-10:43:00:000,7.7405405405405405
2023.04.02-10:44:00:000,7.738378378378378
2023.04.02-10:45:00:000,7.736216216216216
2023.04.02-10:46:00:000,7.734054054054054
2023.04.02-10:47:00:000,7.731891891891892
2023.04.02-10:48:00:000,7.72972972972973
2023.04.02-10:49:00:000,7.727567567567568
2023.04.02-10:50:00:000,7.7254054054054055
2023.04.02-10:51:00:000,7.723243243243243
2023.04.02-10:52:00:000,7.721081081081081
2023.04.02-10:53:00:000,7.718918918918918
2023.04.02-10:54:00:000,7.716756756756756
2023.04.02-10:55:00:000,7.714594594594594
2023.04.02-10:56:00:000,7.712432432432432
2023.04.02-10:57:00:000,7.71027027027027
2023.04.02-10:58:00:000,7.7081081081081075
2023.04.02-10:59:00:000,7.705945945945945
2023.04.02-11:00:00:000,7.703783783783783
2023.04.02-11:01:00:000,7.701621621621621
2023.04.02-11:02:00:000,7.699459459459459
2023.04.02-11:03:00:000,7.697297297297297
2023.04.02-11:04:00:000,7.695135135135135
2023.04.02-11:05:00:000,7.692972972972973
2023.04.02-11:06:00:000,7.69081081081081
2023.04.02-11:07:00:000,7.688648648648648
2023.04.02-11:08:00:000,7.686486486486486
2023.04.02-11:09:00:000,7.684324324324324
2023.04.02-11:10:00:000,7.682162162162162
2023.04.02-11:11:00:000,7.68
2023.04.02-11:12:00:000,7.674146341463414
2023.04.02-11:13:00:000,7.668292682926829
2023.04.02-11:14:00:000,7.662439024390244
2023.04.02-11:15:00:000,7.656585365853658
2023.04.02-11:16:00:000,7.650731707317073
2023.04.02-11:17:00:000,7.6448780487804875
2023.04.02-11:18:00:000,7.639024390243902
