TIMESTAMP,CPU_USAGE_ACTUAL
2024.09.24-21:42:55:168824,2.7428865783657157
2024.09.24-21:43:58:230202,2.8887225602508737
2024.09.24-21:45:01:296074,2.8578435397076536
2024.09.24-21:46:04:358637,2.849337937287509
2024.09.24-21:47:07:421444,2.649966344904799
2024.09.24-21:48:10:485901,2.406446263590894
2024.09.24-21:49:13:547326,2.173003403200826
2024.09.24-21:50:16:643788,2.5490561549742305
2024.09.24-21:51:20:798666,2.2548278944041638
2024.09.24-21:52:23:859312,2.240500579882326
2024.09.24-21:53:26:919937,2.733074672326195
2024.09.24-21:54:29:977198,4.572898869259722
2024.09.24-21:55:33:042211,4.793520700321486
2024.09.24-21:56:36:103019,2.6725669087369477
2024.09.24-21:57:39:161292,2.529955517417524
2024.09.24-21:58:42:224388,2.6438777857217763
2024.09.24-21:59:45:287117,2.678410441405905
2024.09.24-22:00:48:475684,3.3325274876384388
2024.09.24-22:01:52:547048,1.114630572116652
2024.09.24-22:02:55:608473,2.8641313122634138
2024.09.24-22:03:58:685084,2.8050917910384667
2024.09.24-22:05:01:749616,2.9249388657949096
2024.09.24-22:06:04:806022,2.456585838250733
2024.09.24-22:07:07:864245,2.43468801348273
2024.09.24-22:08:10:923453,2.4161340938241516
2024.09.24-22:09:13:981880,4.3653981252973395
2024.09.24-22:10:20:098032,3.001245916214484
2024.09.24-22:11:24:248787,4.230973881719907
2024.09.24-22:12:27:307560,3.622967758846658
2024.09.24-22:13:30:367376,4.388124564646188
2024.09.24-22:14:33:428078,4.739393096182146
2024.09.24-22:15:36:491012,2.5561833123472013
2024.09.24-22:16:39:557157,2.715889532397802
2024.09.24-22:17:42:619177,2.6923949734418438
2024.09.24-22:18:45:683362,2.7315730336170594
2024.09.24-22:19:48:747197,2.6973268782559057
2024.09.24-22:20:52:934191,1.4922545460067886
